Synthese_eval_sanit;APP_Libelle_activite_etablissement;Code_postal;Libelle_commune;PTOT
2;67;94410;6339;62
2;67;94410;6339;877
2;67;94410;6339;382
2;67;94410;6339;14153
2;125;94410;6339;136
2;125;94410;6339;62
2;125;94410;6339;877
2;125;94410;6339;382
2;125;94410;6339;14153
2;10;94410;6339;136
2;10;94410;6339;62
2;10;94410;6339;877
2;10;94410;6339;382
2;10;94410;6339;14153
2;125;94410;6339;136
2;125;94410;6339;62
2;125;94410;6339;877
2;125;94410;6339;382
2;125;94410;6339;14153
2;125;94410;6339;136
2;125;94410;6339;62
2;125;94410;6339;877
2;125;94410;6339;382
2;125;94410;6339;14153
2;125;94410;6339;136
2;125;94410;6339;62
2;125;94410;6339;877
2;125;94410;6339;382
2;125;94410;6339;14153
1;126;94410;6339;136
1;126;94410;6339;62
1;126;94410;6339;877
1;126;94410;6339;382
1;126;94410;6339;14153
1;10;94400;7784;94059
2;125;94400;7784;94059
2;125;94400;7784;94059
2;125;94400;7784;94059
1;126;94400;7784;94059
1;124;94400;7784;94059
2;132;94400;7784;94059
1;126;94400;7784;94059
1;139;94400;7784;94059
1;132;94400;7784;94059
1;32;94400;7784;94059
1;33;94400;7784;94059
1;37;94400;7784;94059
1;87;94400;7784;94059
1;126;94400;7784;94059
1;37;94400;7784;94059
2;10;94400;7784;94059
1;100;94400;7784;94059
1;132;94400;7784;94059
1;135;94400;7784;94059
1;136;94400;7784;94059
1;87;94400;7784;94059
1;126;94400;7784;94059
1;37;94400;7784;94059
2;126;94400;7784;94059
1;126;94400;7784;94059
1;10;94400;7784;94059
1;133;94400;7784;94059
2;10;94400;7784;94059
3;10;94400;7784;94059
1;132;94400;7784;94059
1;26;94400;7784;94059
1;126;94400;7784;94059
1;126;94400;7784;94059
2;10;94400;7784;94059
1;126;94400;7784;94059
1;133;94400;7784;94059
2;125;94400;7784;94059
2;67;94400;7784;94059
1;87;94400;7784;94059
1;139;94400;7784;94059
1;32;94400;7784;94059
1;37;94400;7784;94059
1;126;94400;7784;94059
2;125;94380;793;18039
2;125;94380;793;18039
2;125;94380;793;18039
2;125;94380;793;18039
2;126;94380;793;18039
1;132;94380;793;18039
1;133;94380;793;18039
1;100;94380;793;18039
1;126;94380;793;18039
1;125;94380;793;18039
1;125;94380;793;18039
1;125;94380;793;18039
2;125;94380;793;18039
2;125;94380;793;18039
2;37;94380;793;18039
2;125;94380;793;18039
2;125;94380;793;18039
2;10;94380;793;18039
1;125;94380;793;18039
2;125;94380;793;18039
2;126;94380;793;18039
2;100;94380;793;18039
2;90;94380;793;18039
2;125;94380;793;18039
2;125;94380;793;18039
2;125;94380;793;18039
2;125;94380;793;18039
2;126;94380;793;18039
2;125;94380;793;18039
2;125;94380;793;18039
2;125;94370;7049;26709
1;126;94370;7049;26709
1;125;94370;7049;26709
2;125;94370;7049;26709
1;125;94370;7049;26709
2;126;94370;7049;26709
2;125;94370;7049;26709
1;126;94370;7049;26709
2;125;94370;7049;26709
2;125;94360;1005;16805
1;10;94360;1005;16805
2;125;94360;1005;16805
1;126;94360;1005;16805
2;125;94360;1005;16805
1;126;94360;1005;16805
2;10;94360;1005;16805
1;125;94350;7744;28567
1;90;94350;7744;28567
1;10;94350;7744;28567
1;90;94350;7744;28567
1;125;94350;7744;28567
2;126;94350;7744;28567
2;126;94350;7744;28567
1;125;94350;7744;28567
2;125;94340;2930;19282
1;126;94340;2930;19282
3;125;94340;2930;19282
2;125;94340;2930;19282
1;10;94340;2930;19282
2;125;94340;2930;19282
1;126;94340;2930;19282
2;125;94340;2930;19282
2;125;94340;2930;19282
3;125;94340;2930;19282
1;10;94340;2930;19282
1;125;94340;2930;19282
4;125;94340;2930;19282
1;126;94340;2930;19282
2;125;94340;2930;19282
1;43;94309;7754;50267
1;90;94300;7754;50267
2;125;94300;7754;50267
2;125;94300;7754;50267
1;125;94300;7754;50267
1;129;94300;7754;50267
2;126;94300;7754;50267
4;125;94300;7754;50267
1;126;94300;7754;50267
2;125;94300;7754;50267
2;125;94300;7754;50267
1;126;94300;7754;50267
1;90;94300;7754;50267
1;126;94300;7754;50267
2;126;94300;7754;50267
1;125;94300;7754;50267
2;125;94300;7754;50267
2;125;94300;7754;50267
1;126;94300;7754;50267
1;126;94300;7754;50267
1;126;94300;7754;50267
2;125;94300;7754;50267
1;90;94300;7754;50267
1;129;94300;7754;50267
1;43;94300;7754;50267
1;43;94300;7754;50267
1;10;94300;7754;50267
1;129;94300;7754;50267
2;129;94300;7754;50267
1;90;94300;7754;50267
2;125;94290;7699;21481
2;126;94290;7699;21481
1;125;94290;7699;21481
2;125;94290;7699;21481
1;125;94290;7699;21481
1;126;94290;7699;21481
1;39;94290;7699;21481
3;125;94290;7699;21481
2;125;94290;7699;21481
2;18;94290;7699;21481
1;125;94290;7699;21481
1;125;94290;7699;21481
1;125;94290;7699;21481
2;125;94290;7699;21481
2;125;94270;3540;25468
1;125;94270;3540;25468
2;125;94270;3540;25468
2;125;94270;3540;25468
1;126;94270;3540;25468
1;126;94270;3540;25468
2;10;94270;3540;25468
1;126;94270;3540;25468
2;125;94270;3540;25468
1;126;94270;3540;25468
2;2;94270;3540;25468
2;125;94270;3540;25468
2;67;94270;3540;25468
2;126;94270;3540;25468
2;125;94270;3540;25468
3;125;94260;2417;173
3;125;94260;2417;1182
3;125;94260;2417;66
3;125;94260;2417;27905
1;126;94260;2417;173
1;126;94260;2417;1182
1;126;94260;2417;66
1;126;94260;2417;27905
2;10;94260;2417;173
2;10;94260;2417;1182
2;10;94260;2417;66
2;10;94260;2417;27905
2;67;94260;2417;173
2;67;94260;2417;1182
2;67;94260;2417;66
2;67;94260;2417;27905
2;125;94260;2417;173
2;125;94260;2417;1182
2;125;94260;2417;66
2;125;94260;2417;27905
2;126;94250;2519;18707
1;126;94250;2519;18707
2;10;94250;2519;18707
2;129;94250;2519;18707
1;126;94230;1103;31542
2;125;94230;1103;31542
2;125;94230;1103;31542
2;126;94230;1103;31542
1;126;94230;1103;31542
2;125;94230;1103;31542
2;125;94230;1103;31542
1;126;94230;1103;31542
2;125;94230;1103;31542
2;11;94230;1103;31542
2;125;94230;1103;31542
2;11;94230;1103;31542
2;125;94230;1103;31542
2;126;94230;1103;31542
2;126;94230;1103;31542
2;126;94230;1103;31542
2;10;94220;1425;30568
1;126;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
1;126;94220;1425;30568
2;125;94220;1425;30568
3;11;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;126;94220;1425;30568
1;126;94220;1425;30568
2;126;94220;1425;30568
2;125;94220;1425;30568
2;126;94220;1425;30568
2;126;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;126;94220;1425;30568
2;125;94220;1425;30568
2;125;94220;1425;30568
2;126;94220;1425;30568
2;125;94210;6338;75759
2;125;94210;6338;75759
2;125;94210;6338;75759
2;125;94210;6338;75759
2;125;94210;6338;75759
1;67;94210;6338;75759
1;125;94210;6338;75759
2;125;94210;6338;75759
2;125;94210;6338;75759
3;125;94210;6338;75759
2;129;94210;6338;75759
2;125;94210;6338;75759
2;125;94210;6338;75759
3;126;94210;6338;75759
2;10;94210;6338;75759
2;125;94210;6338;75759
3;125;94210;6338;75759
2;125;94210;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
1;67;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
2;67;94100;6338;75759
2;67;94100;6338;75759
2;65;94100;6338;75759
2;10;94100;6338;75759
2;10;94100;6338;75759
2;10;94100;6338;75759
1;90;94100;6338;75759
2;90;94100;6338;75759
2;10;94100;6338;75759
1;43;94100;6338;75759
1;10;94100;6338;75759
1;125;94100;6338;75759
2;125;94100;6338;75759
1;67;94100;6338;75759
1;125;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
1;125;94100;6338;75759
1;126;94100;6338;75759
2;125;94100;6338;75759
1;125;94100;6338;75759
3;125;94100;6338;75759
2;125;94100;6338;75759
1;66;94100;6338;75759
2;125;94100;6338;75759
1;67;94100;6338;75759
1;26;94100;6338;75759
1;126;94100;6338;75759
2;125;94100;6338;75759
1;125;94100;6338;75759
1;125;94100;6338;75759
2;125;94100;6338;75759
2;10;94100;6338;75759
2;126;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
1;125;94100;6338;75759
2;126;94100;6338;75759
1;126;94100;6338;75759
2;125;94100;6338;75759
2;125;94100;6338;75759
2;67;94100;6338;75759
2;129;94100;6338;75759
1;100;94100;6338;75759
1;132;94100;6338;75759
2;125;94200;2895;62294
1;133;94200;2895;62294
1;136;94200;2895;62294
1;133;94200;2895;62294
1;100;94200;2895;62294
1;131;94200;2895;62294
1;132;94200;2895;62294
1;133;94200;2895;62294
1;37;94200;2895;62294
1;126;94200;2895;62294
1;126;94200;2895;62294
3;125;94200;2895;62294
2;10;94200;2895;62294
2;125;94200;2895;62294
2;125;94200;2895;62294
1;136;94200;2895;62294
1;135;94200;2895;62294
1;132;94200;2895;62294
1;133;94200;2895;62294
2;125;94200;2895;62294
1;126;94200;2895;62294
2;125;94200;2895;62294
3;125;94200;2895;62294
3;125;94200;2895;62294
2;126;94200;2895;62294
2;125;94200;2895;62294
2;125;94200;2895;62294
2;125;94200;2895;62294
1;133;94200;2895;62294
2;125;94200;2895;62294
2;125;94200;2895;62294
2;37;94200;2895;62294
2;32;94200;2895;62294
2;125;94200;2895;62294
2;126;94200;2895;62294
2;11;94200;2895;62294
1;126;94200;2895;62294
1;126;94200;2895;62294
3;125;94200;2895;62294
1;126;94200;2895;62294
2;126;94200;2895;62294
1;87;94200;2895;62294
1;100;94200;2895;62294
1;126;94200;2895;62294
1;88;94200;2895;62294
2;125;94200;2895;62294
2;134;94200;2895;62294
2;125;94200;2895;62294
2;125;94200;2895;62294
2;125;94200;2895;62294
2;126;94200;2895;62294
2;125;94200;2895;62294
2;126;94195;7687;33636
2;129;94190;7687;33636
2;125;94190;7687;33636
3;125;94190;7687;33636
3;10;94190;7687;33636
2;126;94190;7687;33636
2;37;94190;7687;33636
3;125;94190;7687;33636
1;10;94190;7687;33636
2;126;94190;7687;33636
1;126;94190;7687;33636
3;126;94190;7687;33636
2;126;94190;7687;33636
2;37;94190;7687;33636
2;126;94190;7687;33636
1;126;94190;7687;33636
1;126;94190;7687;33636
1;125;94190;7687;33636
2;126;94190;7687;33636
3;126;94190;7687;33636
3;125;94190;7687;33636
1;126;94190;7687;33636
2;126;94170;3590;34161
3;10;94170;3590;34161
2;125;94170;3590;34161
1;125;94170;3590;34161
2;125;94170;3590;34161
1;126;94170;3590;34161
2;10;94170;3590;34161
2;126;94170;3590;34161
1;126;94170;3590;34161
1;125;94170;3590;34161
2;125;94170;3590;34161
2;126;94170;3590;34161
1;126;94170;3590;34161
2;125;94170;3590;34161
2;126;94165;6273;22835
2;126;94160;6273;22835
2;125;94160;6273;22835
2;125;94160;6273;22835
2;125;94160;6273;22835
2;126;94160;6273;22835
2;125;94160;6273;22835
2;125;94160;6273;22835
1;126;94160;6273;22835
2;10;94160;6273;22835
2;126;94160;6273;22835
2;125;94160;6273;22835
2;126;94160;6273;22835
2;125;94140;59;44063
1;126;94140;59;44063
2;126;94140;59;44063
2;125;94140;59;44063
2;126;94140;59;44063
2;125;94140;59;44063
2;126;94140;59;44063
2;126;94140;59;44063
2;126;94140;59;44063
2;10;94140;59;44063
2;10;94140;59;44063
2;125;94140;59;44063
2;125;94140;59;44063
1;126;94140;59;44063
1;126;94140;59;44063
2;125;94140;59;44063
4;125;94140;59;44063
1;126;94140;59;44063
1;90;94140;59;44063
1;126;94130;4848;33078
2;125;94130;4848;33078
2;125;94130;4848;33078
2;125;94130;4848;33078
1;126;94130;4848;33078
2;126;94130;4848;33078
1;126;94130;4848;33078
2;126;94130;4848;33078
1;126;94130;4848;33078
2;125;94130;4848;33078
2;125;94130;4848;33078
1;125;94130;4848;33078
1;125;94130;4848;33078
3;125;94130;4848;33078
2;125;94130;4848;33078
2;126;94130;4848;33078
1;125;94130;4848;33078
2;125;94130;4848;33078
1;125;94130;4848;33078
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
1;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
2;67;94120;2359;53418
1;67;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
3;11;94120;2359;53418
1;125;94120;2359;53418
2;129;94120;2359;53418
2;125;94120;2359;53418
1;125;94120;2359;53418
1;125;94120;2359;53418
2;125;94120;2359;53418
2;125;94120;2359;53418
1;100;94120;2359;53418
1;37;94120;2359;53418
1;133;94120;2359;53418
1;125;94120;2359;53418
1;132;94120;2359;53418
1;132;94120;2359;53418
1;131;94120;2359;53418
1;133;94120;2359;53418
1;126;94120;2359;53418
1;125;94120;2359;53418
1;125;94120;2359;53418
2;125;94120;2359;53418
1;37;94120;2359;53418
1;125;94120;2359;53418
1;125;94120;2359;53418
1;125;94120;2359;53418
2;125;94120;2359;53418
3;125;94120;2359;53418
2;125;94110;204;21632
2;125;94110;204;21632
2;130;94110;204;21632
2;14;94110;204;21632
2;126;94110;204;21632
2;126;94110;204;21632
2;125;94110;204;21632
2;67;94110;204;21632
1;126;94110;204;21632
2;11;94110;204;21632
2;125;94110;204;21632
3;125;94000;1906;91120
2;10;94000;1906;91120
2;11;94000;1906;91120
1;125;94000;1906;91120
2;125;94000;1906;91120
2;126;94000;1906;91120
1;126;94000;1906;91120
1;126;94000;1906;91120
1;126;94000;1906;91120
1;125;94000;1906;91120
1;125;94000;1906;91120
1;125;94000;1906;91120
1;125;94000;1906;91120
2;125;94000;1906;91120
2;125;94000;1906;91120
2;125;94000;1906;91120
2;125;94000;1906;91120
1;126;94000;1906;91120
1;125;94000;1906;91120
2;125;94000;1906;91120
1;126;94000;1906;91120
2;125;94000;1906;91120
1;126;94000;1906;91120
2;125;94000;1906;91120
2;10;94000;1906;91120
1;125;94000;1906;91120
2;125;94000;1906;91120
1;126;94000;1906;91120
1;42;94000;1906;91120
1;126;94000;1906;91120
2;126;94000;1906;91120
1;132;94000;1906;91120
1;133;94000;1906;91120
1;135;94000;1906;91120
1;33;94000;1906;91120
2;10;94000;1906;91120
1;126;94000;1906;91120
1;32;94000;1906;91120
1;126;94000;1906;91120
2;125;94000;1906;91120
1;126;94000;1906;91120
1;125;94000;1906;91120
1;125;94000;1906;91120
2;125;94000;1906;91120
1;126;94000;1906;91120
2;126;94000;1906;91120
1;126;94000;1906;91120
2;126;94000;1906;91120
2;125;94000;1906;91120
1;136;94000;1906;91120
2;125;94000;1906;91120
2;125;94000;1906;91120
3;126;94000;1906;91120
1;125;94000;1906;91120
2;125;93800;7942;55237
2;125;93800;7942;55237
3;125;93800;7942;55237
3;10;93800;7942;55237
2;125;93800;7942;55237
1;125;93800;7942;55237
2;125;93800;7942;55237
2;88;93800;7942;55237
2;37;93800;7942;55237
1;132;93800;7942;55237
1;133;93800;7942;55237
1;125;93800;7942;55237
2;125;93800;7942;55237
1;126;93800;7942;55237
1;37;93800;7942;55237
1;134;93800;7942;55237
1;134;93800;7942;55237
2;125;93800;7942;55237
1;125;93800;7942;55237
2;125;93800;7942;55237
2;11;93800;7942;55237
2;11;93700;2086;71605
1;11;93700;2086;71605
2;11;93700;2086;71605
2;125;93700;2086;71605
2;11;93700;2086;71605
2;126;93700;2086;71605
1;90;93700;2086;71605
1;90;93700;2086;71605
2;126;93700;2086;71605
2;126;93700;2086;71605
2;10;93700;2086;71605
2;10;93700;2086;71605
2;10;93700;2086;71605
2;10;93700;2086;71605
2;126;93700;2086;71605
2;10;93700;2086;71605
2;126;93700;2086;71605
2;125;93700;2086;71605
2;126;93700;2086;71605
2;126;93697;5024;57668
2;67;93500;5024;57668
2;67;93500;5024;57668
2;67;93500;5024;57668
2;67;93500;5024;57668
1;125;93500;5024;57668
1;1;93500;5024;57668
2;125;93500;5024;57668
2;90;93500;5024;57668
1;125;93500;5024;57668
1;90;93500;5024;57668
2;126;93500;5024;57668
2;125;93500;5024;57668
2;125;93500;5024;57668
2;132;93500;5024;57668
2;126;93500;5024;57668
2;126;93500;5024;57668
2;125;93500;5024;57668
2;126;93500;5024;57668
2;26;93500;5024;57668
2;125;93500;5024;57668
2;125;93500;5024;57668
1;10;93500;5024;57668
1;1;93500;5024;57668
1;125;93500;5024;57668
2;1;93500;5024;57668
2;126;93500;5024;57668
2;10;93500;5024;57668
2;126;93500;5024;57668
2;126;93500;5024;57668
2;126;93500;5024;57668
1;88;93500;5024;57668
2;88;93500;5024;57668
2;125;93500;5024;57668
2;126;93500;5024;57668
2;10;93500;5024;57668
2;67;93500;5024;57668
2;67;93500;5024;57668
2;1;93500;5024;57668
1;90;93500;5024;57668
2;67;93500;5024;57668
2;11;93500;5024;57668
2;11;93500;5024;57668
2;67;93500;5024;57668
2;125;93500;5024;57668
1;125;93500;5024;57668
3;125;93500;5024;57668
2;125;93500;5024;57668
1;37;93600;332;86180
3;126;93600;332;86180
2;126;93600;332;86180
2;136;93600;332;86180
2;37;93600;332;86180
2;32;93600;332;86180
2;135;93600;332;86180
2;136;93600;332;86180
2;33;93600;332;86180
2;135;93600;332;86180
4;10;93600;332;86180
3;126;93600;332;86180
4;125;93600;332;86180
2;125;93600;332;86180
3;11;93600;332;86180
2;126;93600;332;86180
2;125;93600;332;86180
2;125;93600;332;86180
1;126;93600;332;86180
2;126;93600;332;86180
2;67;93600;332;86180
2;126;93600;332;86180
2;125;93600;332;86180
1;125;93600;332;86180
3;125;93600;332;86180
2;125;93600;332;86180
3;126;93600;332;86180
1;125;93600;332;86180
2;10;93600;332;86180
2;125;93600;332;86180
1;125;93600;332;86180
2;125;93600;332;86180
2;125;93600;332;86180
2;125;93600;332;86180
1;11;93600;332;86180
2;133;93512;4572;513
2;133;93512;4572;2144
2;133;93512;4572;823
2;133;93512;4572;110474
2;135;93512;4572;513
2;135;93512;4572;2144
2;135;93512;4572;823
2;135;93512;4572;110474
2;100;93512;4572;513
2;100;93512;4572;2144
2;100;93512;4572;823
2;100;93512;4572;110474
2;132;93512;4572;513
2;132;93512;4572;2144
2;132;93512;4572;823
2;132;93512;4572;110474
2;126;93100;4572;513
2;126;93100;4572;2144
2;126;93100;4572;823
2;126;93100;4572;110474
2;11;93100;4572;513
2;11;93100;4572;2144
2;11;93100;4572;823
2;11;93100;4572;110474
3;125;93100;4572;513
3;125;93100;4572;2144
3;125;93100;4572;823
3;125;93100;4572;110474
2;11;93100;4572;513
2;11;93100;4572;2144
2;11;93100;4572;823
2;11;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
3;125;93100;4572;513
3;125;93100;4572;2144
3;125;93100;4572;823
3;125;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
2;11;93100;4572;513
2;11;93100;4572;2144
2;11;93100;4572;823
2;11;93100;4572;110474
2;126;93100;4572;513
2;126;93100;4572;2144
2;126;93100;4572;823
2;126;93100;4572;110474
1;126;93100;4572;513
1;126;93100;4572;2144
1;126;93100;4572;823
1;126;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
3;125;93100;4572;513
3;125;93100;4572;2144
3;125;93100;4572;823
3;125;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
1;134;93100;4572;513
1;134;93100;4572;2144
1;134;93100;4572;823
1;134;93100;4572;110474
1;134;93100;4572;513
1;134;93100;4572;2144
1;134;93100;4572;823
1;134;93100;4572;110474
1;126;93100;4572;513
1;126;93100;4572;2144
1;126;93100;4572;823
1;126;93100;4572;110474
3;126;93100;4572;513
3;126;93100;4572;2144
3;126;93100;4572;823
3;126;93100;4572;110474
1;126;93100;4572;513
1;126;93100;4572;2144
1;126;93100;4572;823
1;126;93100;4572;110474
3;125;93100;4572;513
3;125;93100;4572;2144
3;125;93100;4572;823
3;125;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
1;88;93100;4572;513
1;88;93100;4572;2144
1;88;93100;4572;823
1;88;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
2;11;93100;4572;513
2;11;93100;4572;2144
2;11;93100;4572;823
2;11;93100;4572;110474
2;126;93100;4572;513
2;126;93100;4572;2144
2;126;93100;4572;823
2;126;93100;4572;110474
2;126;93100;4572;513
2;126;93100;4572;2144
2;126;93100;4572;823
2;126;93100;4572;110474
2;11;93100;4572;513
2;11;93100;4572;2144
2;11;93100;4572;823
2;11;93100;4572;110474
2;135;93100;4572;513
2;135;93100;4572;2144
2;135;93100;4572;823
2;135;93100;4572;110474
2;133;93100;4572;513
2;133;93100;4572;2144
2;133;93100;4572;823
2;133;93100;4572;110474
2;132;93100;4572;513
2;132;93100;4572;2144
2;132;93100;4572;823
2;132;93100;4572;110474
2;125;93100;4572;513
2;125;93100;4572;2144
2;125;93100;4572;823
2;125;93100;4572;110474
2;10;93100;4572;513
2;10;93100;4572;2144
2;10;93100;4572;823
2;10;93100;4572;110474
2;126;93100;4572;513
2;126;93100;4572;2144
2;126;93100;4572;823
2;126;93100;4572;110474
3;11;93100;4572;513
3;11;93100;4572;2144
3;11;93100;4572;823
3;11;93100;4572;110474
1;126;93100;4572;513
1;126;93100;4572;2144
1;126;93100;4572;823
1;126;93100;4572;110474
1;125;93100;4572;513
1;125;93100;4572;2144
1;125;93100;4572;823
1;125;93100;4572;110474
2;126;93100;4572;513
2;126;93100;4572;2144
2;126;93100;4572;823
2;126;93100;4572;110474
2;126;93100;4572;513
2;126;93100;4572;2144
2;126;93100;4572;823
2;126;93100;4572;110474
2;126;93100;4572;513
2;126;93100;4572;2144
2;126;93100;4572;823
2;126;93100;4572;110474
1;126;62170;4572;513
1;126;62170;4572;2144
1;126;62170;4572;823
1;126;62170;4572;110474
2;88;62170;4572;513
2;88;62170;4572;2144
2;88;62170;4572;823
2;88;62170;4572;110474
2;125;93460;2590;6933
2;125;93460;2590;6933
2;67;93460;2590;6933
2;10;93440;2104;10772
2;67;93440;2104;10772
2;125;93440;2104;10772
2;10;93440;2104;10772
2;125;93430;7732;13706
2;10;93430;7732;13706
1;132;93430;7732;13706
1;135;93430;7732;13706
2;125;93430;7732;13706
2;40;93430;7732;13706
2;132;93430;7732;13706
2;125;93430;7732;13706
2;136;93430;7732;13706
2;33;93430;7732;13706
2;37;93430;7732;13706
2;32;93430;7732;13706
2;132;93430;7732;13706
2;135;93430;7732;13706
2;125;93430;7732;13706
2;125;93430;7732;13706
2;135;93430;7732;13706
2;126;93420;7708;1327
2;126;93420;7708;36934
1;125;93420;7708;1327
1;125;93420;7708;36934
1;126;93420;7708;1327
1;126;93420;7708;36934
2;125;93420;7708;1327
2;125;93420;7708;36934
2;125;93420;7708;1327
2;125;93420;7708;36934
2;125;93420;7708;1327
2;125;93420;7708;36934
3;126;93420;7708;1327
3;126;93420;7708;36934
3;134;93420;7708;1327
3;134;93420;7708;36934
3;126;93420;7708;1327
3;126;93420;7708;36934
1;88;93420;7708;1327
1;88;93420;7708;36934
3;126;93420;7708;1327
3;126;93420;7708;36934
1;134;93420;7708;1327
1;134;93420;7708;36934
1;126;93420;7708;1327
1;126;93420;7708;36934
2;67;93420;7708;1327
2;67;93420;7708;36934
2;67;93420;7708;1327
2;67;93420;7708;36934
2;126;93410;7461;7117
2;125;93400;6406;51268
2;125;93400;6406;51268
2;125;93400;6406;51268
2;126;93400;6406;51268
2;126;93400;6406;51268
2;67;93400;6406;51268
2;125;93400;6406;51268
1;125;93400;6406;51268
2;126;93400;6406;51268
2;125;93400;6406;51268
3;125;93400;6406;51268
2;125;93400;6406;51268
1;125;93400;6406;51268
2;125;93400;6406;51268
2;125;93400;6406;51268
2;125;93400;6406;51268
2;125;93400;6406;51268
2;126;93400;6406;51268
2;67;93400;6406;51268
2;125;93400;6406;51268
2;125;93400;6406;51268
2;10;93400;6406;51268
1;126;93400;6406;51268
4;126;93400;6406;51268
2;125;93400;6406;51268
2;125;93400;6406;51268
1;87;93400;6406;51268
1;126;93400;6406;51268
1;132;93400;6406;51268
1;133;93400;6406;51268
1;134;93400;6406;51268
1;100;93400;6406;51268
1;126;93400;6406;51268
2;67;93400;6406;51268
2;10;93400;6406;51268
3;10;93400;6406;51268
2;11;93400;6406;51268
2;126;93400;6406;51268
2;125;93400;6406;51268
2;67;93390;1656;29433
2;67;93390;1656;29433
2;126;93390;1656;29433
2;125;93390;1656;29433
2;11;93390;1656;29433
2;125;93380;5134;30387
1;135;93380;5134;30387
1;132;93380;5134;30387
1;32;93380;5134;30387
1;33;93380;5134;30387
2;125;93380;5134;30387
2;11;93380;5134;30387
2;125;93380;5134;30387
2;125;93380;5134;30387
2;125;93380;5134;30387
2;125;93380;5134;30387
3;125;93370;4499;26889
2;126;93370;4499;26889
2;67;93370;4499;26889
1;125;93370;4499;26889
2;126;93370;4499;26889
1;125;93360;4792;21268
2;43;93360;4792;21268
1;90;93360;4792;21268
2;125;93360;4792;21268
2;67;93360;4792;21268
4;67;93360;4792;21268
1;126;93360;4792;21268
2;67;93360;4792;21268
1;125;93360;4792;21268
2;125;93350;3473;16643
1;125;93350;3473;16643
1;125;93350;3473;16643
3;125;93350;3473;16643
3;125;93350;3473;16643
2;126;93350;3473;16643
4;11;93350;3473;16643
3;125;93350;3473;16643
3;125;93350;3473;16643
2;125;93350;3473;16643
2;33;93350;3473;16643
2;135;93350;3473;16643
2;42;93350;3473;16643
2;32;93350;3473;16643
2;13;93350;3473;16643
2;125;93350;3473;16643
1;125;93350;3473;16643
2;125;93350;3473;16643
2;125;93350;3473;16643
2;10;93350;3473;16643
2;10;93350;3473;16643
2;126;93350;3473;16643
3;125;93350;3473;16643
2;125;93350;3473;16643
2;67;93350;3473;16643
2;126;93350;3473;16643
2;10;93350;3473;16643
2;11;93340;3621;14876
2;125;93340;3621;14876
2;11;93340;3621;14876
2;126;93340;3621;14876
2;126;93332;4800;35112
3;125;93330;4800;35112
2;126;93330;4800;35112
2;67;93330;4800;35112
1;90;93330;4800;35112
2;90;93330;4800;35112
2;126;93330;4800;35112
1;126;93330;4800;35112
2;126;93330;4800;35112
1;125;93330;4800;35112
2;126;93330;4800;35112
2;126;93330;4800;35112
1;10;93330;4800;35112
2;125;93330;4800;35112
2;11;93330;4800;35112
2;67;93330;4800;35112
2;11;93330;4800;35112
2;129;93320;3747;24060
2;10;93320;3747;24060
1;139;93320;3747;24060
4;125;93320;3747;24060
2;126;93320;3747;24060
