Synthese_eval_sanit;APP_Libelle_activite_etablissement;Code_postal;Libelle_commune;PTOT
2;125;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
3;125;93200;5944;524
3;125;93200;5944;303
3;125;93200;5944;111948
3;125;93200;5944;149313
2;126;93200;5944;524
2;126;93200;5944;303
2;126;93200;5944;111948
2;126;93200;5944;149313
2;100;93200;5944;524
2;100;93200;5944;303
2;100;93200;5944;111948
2;100;93200;5944;149313
1;125;93200;5944;524
1;125;93200;5944;303
1;125;93200;5944;111948
1;125;93200;5944;149313
1;126;93200;5944;524
1;126;93200;5944;303
1;126;93200;5944;111948
1;126;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
1;11;93200;5944;524
1;11;93200;5944;303
1;11;93200;5944;111948
1;11;93200;5944;149313
1;125;93200;5944;524
1;125;93200;5944;303
1;125;93200;5944;111948
1;125;93200;5944;149313
1;125;93200;5944;524
1;125;93200;5944;303
1;125;93200;5944;111948
1;125;93200;5944;149313
2;129;93200;5944;524
2;129;93200;5944;303
2;129;93200;5944;111948
2;129;93200;5944;149313
2;126;93200;5944;524
2;126;93200;5944;303
2;126;93200;5944;111948
2;126;93200;5944;149313
2;11;93200;5944;524
2;11;93200;5944;303
2;11;93200;5944;111948
2;11;93200;5944;149313
1;125;93200;5944;524
1;125;93200;5944;303
1;125;93200;5944;111948
1;125;93200;5944;149313
2;126;93200;5944;524
2;126;93200;5944;303
2;126;93200;5944;111948
2;126;93200;5944;149313
1;126;93200;5944;524
1;126;93200;5944;303
1;126;93200;5944;111948
1;126;93200;5944;149313
1;125;93200;5944;524
1;125;93200;5944;303
1;125;93200;5944;111948
1;125;93200;5944;149313
1;37;93200;5944;524
1;37;93200;5944;303
1;37;93200;5944;111948
1;37;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
2;87;93200;5944;524
2;87;93200;5944;303
2;87;93200;5944;111948
2;87;93200;5944;149313
4;11;93200;5944;524
4;11;93200;5944;303
4;11;93200;5944;111948
4;11;93200;5944;149313
1;126;93200;5944;524
1;126;93200;5944;303
1;126;93200;5944;111948
1;126;93200;5944;149313
1;126;93200;5944;524
1;126;93200;5944;303
1;126;93200;5944;111948
1;126;93200;5944;149313
1;126;93200;5944;524
1;126;93200;5944;303
1;126;93200;5944;111948
1;126;93200;5944;149313
2;66;93200;5944;524
2;66;93200;5944;303
2;66;93200;5944;111948
2;66;93200;5944;149313
3;11;93200;5944;524
3;11;93200;5944;303
3;11;93200;5944;111948
3;11;93200;5944;149313
1;96;93200;5944;524
1;96;93200;5944;303
1;96;93200;5944;111948
1;96;93200;5944;149313
2;10;93200;5944;524
2;10;93200;5944;303
2;10;93200;5944;111948
2;10;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
1;133;93200;5944;524
1;133;93200;5944;303
1;133;93200;5944;111948
1;133;93200;5944;149313
1;132;93200;5944;524
1;132;93200;5944;303
1;132;93200;5944;111948
1;132;93200;5944;149313
1;134;93200;5944;524
1;134;93200;5944;303
1;134;93200;5944;111948
1;134;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
1;125;93200;5944;524
1;125;93200;5944;303
1;125;93200;5944;111948
1;125;93200;5944;149313
2;67;93200;5944;524
2;67;93200;5944;303
2;67;93200;5944;111948
2;67;93200;5944;149313
2;67;93200;5944;524
2;67;93200;5944;303
2;67;93200;5944;111948
2;67;93200;5944;149313
1;125;93200;5944;524
1;125;93200;5944;303
1;125;93200;5944;111948
1;125;93200;5944;149313
1;125;93200;5944;524
1;125;93200;5944;303
1;125;93200;5944;111948
1;125;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
2;126;93200;5944;524
2;126;93200;5944;303
2;126;93200;5944;111948
2;126;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
1;10;93200;5944;524
1;10;93200;5944;303
1;10;93200;5944;111948
1;10;93200;5944;149313
2;10;93200;5944;524
2;10;93200;5944;303
2;10;93200;5944;111948
2;10;93200;5944;149313
2;10;93200;5944;524
2;10;93200;5944;303
2;10;93200;5944;111948
2;10;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
2;11;93200;5944;524
2;11;93200;5944;303
2;11;93200;5944;111948
2;11;93200;5944;149313
2;125;93200;5944;524
2;125;93200;5944;303
2;125;93200;5944;111948
2;125;93200;5944;149313
2;131;11310;5944;524
2;131;11310;5944;303
2;131;11310;5944;111948
2;131;11310;5944;149313
3;10;97480;6165;1931
3;10;97480;6165;820
3;10;97480;6165;16460
3;10;97480;6165;38166
2;26;97480;6165;1931
2;26;97480;6165;820
2;26;97480;6165;16460
2;26;97480;6165;38166
4;10;97480;6165;1931
4;10;97480;6165;820
4;10;97480;6165;16460
4;10;97480;6165;38166
1;126;97480;6165;1931
1;126;97480;6165;820
1;126;97480;6165;16460
1;126;97480;6165;38166
2;126;97480;6165;1931
2;126;97480;6165;820
2;126;97480;6165;16460
2;126;97480;6165;38166
2;126;97480;6165;1931
2;126;97480;6165;820
2;126;97480;6165;16460
2;126;97480;6165;38166
2;126;97480;6165;1931
2;126;97480;6165;820
2;126;97480;6165;16460
2;126;97480;6165;38166
2;126;97480;6165;1931
2;126;97480;6165;820
2;126;97480;6165;16460
2;126;97480;6165;38166
2;18;97480;6165;1931
2;18;97480;6165;820
2;18;97480;6165;16460
2;18;97480;6165;38166
1;126;97212;6165;1931
1;126;97212;6165;820
1;126;97212;6165;16460
1;126;97212;6165;38166
2;126;97212;6165;1931
2;126;97212;6165;820
2;126;97212;6165;16460
2;126;97212;6165;38166
2;125;97212;6165;1931
2;125;97212;6165;820
2;125;97212;6165;16460
2;125;97212;6165;38166
1;126;97212;6165;1931
1;126;97212;6165;820
1;126;97212;6165;16460
1;126;97212;6165;38166
2;125;97212;6165;1931
2;125;97212;6165;820
2;125;97212;6165;16460
2;125;97212;6165;38166
1;100;97212;6165;1931
1;100;97212;6165;820
1;100;97212;6165;16460
1;100;97212;6165;38166
1;126;97212;6165;1931
1;126;97212;6165;820
1;126;97212;6165;16460
1;126;97212;6165;38166
1;126;97212;6165;1931
1;126;97212;6165;820
1;126;97212;6165;16460
1;126;97212;6165;38166
2;132;97470;5857;150
2;132;97470;5857;108
2;132;97470;5857;7476
2;132;97470;5857;38013
2;100;97470;5857;150
2;100;97470;5857;108
2;100;97470;5857;7476
2;100;97470;5857;38013
2;66;97470;5857;150
2;66;97470;5857;108
2;66;97470;5857;7476
2;66;97470;5857;38013
3;131;97470;5857;150
3;131;97470;5857;108
3;131;97470;5857;7476
3;131;97470;5857;38013
2;10;86280;5857;150
2;10;86280;5857;108
2;10;86280;5857;7476
2;10;86280;5857;38013
1;125;86280;5857;150
1;125;86280;5857;108
1;125;86280;5857;7476
1;125;86280;5857;38013
2;126;86280;5857;150
2;126;86280;5857;108
2;126;86280;5857;7476
2;126;86280;5857;38013
2;126;97460;6421;227
2;126;97460;6421;952
2;126;97460;6421;1592
2;126;97460;6421;695
2;126;97460;6421;318
2;126;97460;6421;698
2;126;97460;6421;1259
2;126;97460;6421;159
2;126;97460;6421;105887
1;88;97460;6421;227
1;88;97460;6421;952
1;88;97460;6421;1592
1;88;97460;6421;695
1;88;97460;6421;318
1;88;97460;6421;698
1;88;97460;6421;1259
1;88;97460;6421;159
1;88;97460;6421;105887
2;126;97460;6421;227
2;126;97460;6421;952
2;126;97460;6421;1592
2;126;97460;6421;695
2;126;97460;6421;318
2;126;97460;6421;698
2;126;97460;6421;1259
2;126;97460;6421;159
2;126;97460;6421;105887
2;126;97460;6421;227
2;126;97460;6421;952
2;126;97460;6421;1592
2;126;97460;6421;695
2;126;97460;6421;318
2;126;97460;6421;698
2;126;97460;6421;1259
2;126;97460;6421;159
2;126;97460;6421;105887
3;126;97460;6421;227
3;126;97460;6421;952
3;126;97460;6421;1592
3;126;97460;6421;695
3;126;97460;6421;318
3;126;97460;6421;698
3;126;97460;6421;1259
3;126;97460;6421;159
3;126;97460;6421;105887
2;126;97460;6421;227
2;126;97460;6421;952
2;126;97460;6421;1592
2;126;97460;6421;695
2;126;97460;6421;318
2;126;97460;6421;698
2;126;97460;6421;1259
2;126;97460;6421;159
2;126;97460;6421;105887
2;125;97460;6421;227
2;125;97460;6421;952
2;125;97460;6421;1592
2;125;97460;6421;695
2;125;97460;6421;318
2;125;97460;6421;698
2;125;97460;6421;1259
2;125;97460;6421;159
2;125;97460;6421;105887
3;125;97460;6421;227
3;125;97460;6421;952
3;125;97460;6421;1592
3;125;97460;6421;695
3;125;97460;6421;318
3;125;97460;6421;698
3;125;97460;6421;1259
3;125;97460;6421;159
3;125;97460;6421;105887
2;125;97460;6421;227
2;125;97460;6421;952
2;125;97460;6421;1592
2;125;97460;6421;695
2;125;97460;6421;318
2;125;97460;6421;698
2;125;97460;6421;1259
2;125;97460;6421;159
2;125;97460;6421;105887
3;125;97460;6421;227
3;125;97460;6421;952
3;125;97460;6421;1592
3;125;97460;6421;695
3;125;97460;6421;318
3;125;97460;6421;698
3;125;97460;6421;1259
3;125;97460;6421;159
3;125;97460;6421;105887
2;126;97460;6421;227
2;126;97460;6421;952
2;126;97460;6421;1592
2;126;97460;6421;695
2;126;97460;6421;318
2;126;97460;6421;698
2;126;97460;6421;1259
2;126;97460;6421;159
2;126;97460;6421;105887
3;126;97460;6421;227
3;126;97460;6421;952
3;126;97460;6421;1592
3;126;97460;6421;695
3;126;97460;6421;318
3;126;97460;6421;698
3;126;97460;6421;1259
3;126;97460;6421;159
3;126;97460;6421;105887
2;126;97460;6421;227
2;126;97460;6421;952
2;126;97460;6421;1592
2;126;97460;6421;695
2;126;97460;6421;318
2;126;97460;6421;698
2;126;97460;6421;1259
2;126;97460;6421;159
2;126;97460;6421;105887
2;125;97460;6421;227
2;125;97460;6421;952
2;125;97460;6421;1592
2;125;97460;6421;695
2;125;97460;6421;318
2;125;97460;6421;698
2;125;97460;6421;1259
2;125;97460;6421;159
2;125;97460;6421;105887
2;126;97460;6421;227
2;126;97460;6421;952
2;126;97460;6421;1592
2;126;97460;6421;695
2;126;97460;6421;318
2;126;97460;6421;698
2;126;97460;6421;1259
2;126;97460;6421;159
2;126;97460;6421;105887
2;132;97460;6421;227
2;132;97460;6421;952
2;132;97460;6421;1592
2;132;97460;6421;695
2;132;97460;6421;318
2;132;97460;6421;698
2;132;97460;6421;1259
2;132;97460;6421;159
2;132;97460;6421;105887
3;126;97460;6421;227
3;126;97460;6421;952
3;126;97460;6421;1592
3;126;97460;6421;695
3;126;97460;6421;318
3;126;97460;6421;698
3;126;97460;6421;1259
3;126;97460;6421;159
3;126;97460;6421;105887
3;126;97460;6421;227
3;126;97460;6421;952
3;126;97460;6421;1592
3;126;97460;6421;695
3;126;97460;6421;318
3;126;97460;6421;698
3;126;97460;6421;1259
3;126;97460;6421;159
3;126;97460;6421;105887
2;125;97460;6421;227
